序號,ns1:name3,ns1:SP_DESC,ns1:EP_DESC,ns1:CITY,ns1:TOWN,ns1:MGR_MCH,ns1:B_LENGTH,緯度,ns1:coordinates
bike1188,承德路4段179巷南側人行道,基河路,承德路,台北市,,臺北市政府,150,25.08731877,121.5226615
bike1189,青島東路(南側2),林森南路,杭州南路1段,台北市,,臺北市政府,350,25.04355662,121.523037
bike1190,德行西路,中山北路6段,礦溪街,台北市,,臺北市政府,195,25.10550709,121.5231282
bike1191,承德路4段195巷兩側人行道,基河路,承德路,台北市,,臺北市政府,300,25.08892687,121.523273
bike1192,林森北路(西側),北平東路,忠孝東路1段,台北市,,臺北市政府,157,25.0449466,121.5233266
bike1193,紹興南街(東側),仁愛路2段,信義路2段,台北市,,臺北市政府,230,25.03833678,121.5234017
bike1194,林森北路(東側),市民大道,北平東路,台北市,,臺北市政府,142,25.04636572,121.5238631
bike1195,民族東路北側人行道,美術公園,新生北路,台北市,,臺北市政府,360,25.0685155,121.524024
bike1196,紹興南街東側人行道,徐州路,杭州南路1段14巷,台北市,,臺北市政府,72,25.04052388,121.5240401
bike1197,紹興南街,濟南路1段,杭州南路1段14巷,台北市,,臺北市政府,240,25.04199166,121.5243244
bike1198,信義路,杭州南路,松仁路,台北市,,臺北市政府,9600,25.03544972,121.5244961
bike1199,中山北路(西側1),忠誠路,市民大道,台北市,,臺北市政府,13100,25.10410809,121.5246356
bike1200,忠誠路(兩側),中山北路,天母東西路,台北市,,臺北市政府,3760,25.10421495,121.5249467
bike1201,杭州南路1段(西側),青島東路,徐州路,台北市,,臺北市政府,293,25.04025172,121.5256441
bike1202,金山南路2段(兩側),愛國東路,和平東路1段,台北市,,臺北市政府,1000,25.02673956,121.5260625
bike1203,至誠路2段北側人行道,中山北路,雨農路,台北市,,臺北市政府,700,25.10107199,121.5266998
bike1204,汀州路3段(西南側)與辛亥路交叉口,,,台北市,,臺北市政府,80,25.01866558,121.5268269
bike1205,北安路(西北側),明水路,中山高速公路,台北市,,臺北市政府,5510,25.07662507,121.5270013
bike1206,北安路(東南側),明水路,中山高速公路,台北市,,臺北市政府,5510,25.0764793,121.5271676
bike1207,金山南路1段(兩側),仁愛路2段,信義路2段,台北市,,臺北市政府,368,25.03418601,121.5274143
bike1208,福志路南側人行道,中山北路5段,雨農路,台北市,,臺北市政府,520,25.09833216,121.5274465
bike1209,辛亥路1段(雙側),羅斯福路3段,汀州路3段,台北市,,臺北市政府,400,25.01855378,121.5274572
bike1210,新生北路2段(西側),錦州街,民權東路1段,台北市,,臺北市政府,250,25.06243175,121.5274787
bike1211,新生北路東側人行道,民族東路,濱江街,台北市,,臺北市政府,250,25.07065348,121.528101
bike1212,濱江街南側人行道,新生北路,民族東路,台北市,,臺北市政府,1000,25.07068263,121.5281653
bike1213,福林路北側人行道,中山北路,雨農路,台北市,,臺北市政府,440,25.09399396,121.5282297
bike1214,福林路南側人行道,中山北路,士林官邸,台北市,,臺北市政府,800,25.09379964,121.5282726
bike1215,思源街(東側),水源路,汀州路,台北市,,臺北市政府,500,25.01173835,121.5284336
bike1216,思源親水通廊,汀州路、思源路口,水岸廣場,台北市,,臺北市政府,500,25.01145639,121.5287876
bike1217,汀州路3段44號旁巷道,汀州路,汀州路3段60巷,台北市,,臺北市政府,270,25.01697392,121.5293938
bike1218,市民金山南側橋下,,,台北市,,臺北市政府,150,25.04368298,121.529839
bike1219,青田街 (東側),金華街,永康街75巷,台北市,,臺北市政府,105,25.02995247,121.53162
bike1220,雨農路西側人行道,福志路,中正路,台北市,,臺北市政府,190,25.09837588,121.5322745
bike1221,新生南路3段西側人行道,信義路,和平東路,台北市,,臺北市政府,744,25.0334861,121.5324998
bike1222,羅斯福路3段(兩側),辛亥路1段,新生南路,台北市,,臺北市政府,920,25.01631766,121.5325212
bike1223,新生南路1段(西側),仁愛路2段,信義路2段,台北市,,臺北市政府,458,25.03799655,121.5325213
bike1224,新生南路(西側人行道),羅斯福路,和平東路,台北市,,臺北市政府,367,25.01658988,121.5325427
bike1225,新生南路東側,八德路,信義路,台北市,,臺北市政府,1200,25.03366108,121.5329075
bike1226,新生南路3段東側,羅斯福路,和平東路,台北市,,臺北市政府,822,25.01639543,121.5329182
bike1227,松江路人行道,錦州街,市民大道,台北市,,臺北市政府,3200,25.06027904,121.533047
bike1228,新生北路1段(南北側),松江路,八德路,台北市,,臺北市政府,140,25.04575336,121.5330631
bike1229,松江路(東西側),農安街,錦州街,台北市,,臺北市政府,976,25.06472048,121.533106
bike1230,士東路200巷,士東路,德行東路,台北市,,臺北市政府,323,25.11263789,121.5335405
bike1231,雨聲街,雨聲街,至誠路2段,台北市,,臺北市政府,1010,25.10133917,121.5336102
bike1232,天母東路69巷,,,台北市,,臺北市政府,160,25.11902027,121.5343398
bike1233,辛亥路(雙側人行道),羅斯福路,新生南路,台北市,,臺北市政府,1090,25.02267104,121.5343398
bike1234,辛亥路南側,新生南路,芳蘭路,台北市,,臺北市政府,1600,25.02217523,121.5345785
bike1235,辛亥路北側,新生南路,基隆路,台北市,,臺北市政府,1350,25.02268563,121.5346348
bike1236,汀州路4段（東側）,羅斯福路5段170巷,汀州路4段105巷,台北市,,臺北市政府,220,25.00480101,121.5357775
bike1237,萬福國小南側,汀州路4段,公館街,台北市,,臺北市政府,140,25.00477671,121.5357935
bike1238,羅斯福路5段170巷(北側),溪州街,公館街,台北市,,臺北市政府,100,25.00480101,121.5357989
bike1239,基隆路,長興街,汀州路4段,台北市,,臺北市政府,1000,25.01099457,121.5363032
bike1240,民族東路,410巷,建國北路3段113巷,台北市,,臺北市政府,200,25.06808303,121.5363514
bike1241,基隆路4段與羅斯福路4段交叉口,,,台北市,,臺北市政府,190,25.01118902,121.5368021
bike1242,三角形區塊,羅斯福路6段142巷,景福街,台北市,,臺北市政府,600,24.99809179,121.5368181
bike1243,建國北路1至3段(東西側),民族東路,市民大道,台北市,,臺北市政府,10536,25.04496603,121.5368986
bike1244,羅斯福路(兩側),新生南路,基隆路,台北市,,臺北市政府,1400,25.01148556,121.5371883
bike1245,基隆路二至3段(兩側),和平東路3段,羅斯福路5段,台北市,,臺北市政府,4000,25.01118415,121.537199
bike1246,榮星花園週邊人行道,建國北路五常街,龍江路民權東路,台北市,,臺北市政府,1140,25.06246091,121.5372849
bike1247,五常街(榮星公園北側)南側,建國北路3段,龍江路,台北市,,臺北市政府,372,25.06427828,121.5373492
bike1248,大安森林公園周邊新生南路及建國南路人行道,信義路,和平東路,台北市,,臺北市政府,1620,25.03350555,121.538111
bike1249,建國南路(兩側),信義路,仁愛路,台北市,,臺北市政府,450,25.03758829,121.5381861
bike1250,羅斯福路5段東側人行道,萬盛街,小巷,台北市,,臺北市政府,90,25.00806798,121.5383363
bike1251,羅斯福路5段(東側),興隆路1段,羅斯福路5段211巷17弄,台北市,,臺北市政府,180,25.00429054,121.5388781
bike1252,明水路(北側),北安路,大直橋,台北市,,臺北市政府,516,25.07784461,121.5391302
bike1253,和平東路2段76巷,和平東路2段,辛亥路2段,台北市,,臺北市政府,350,25.02315713,121.5393716
bike1254,興隆路1段(南側),,,台北市,,臺北市政府,120,25.00419695,121.5395084
bike1255,羅斯福路4段113巷(南北側),羅斯福路4段,基隆路4段41巷,台北市,,臺北市政府,670,25.01127653,121.5409461
bike1256,景中街(南側),景華街22巷,景華街52巷,台北市,,臺北市政府,100,24.9928068,121.542432
bike1257,基隆路4段155巷 (南側),基隆路,芳蘭路,台北市,,臺北市政府,400,25.01554959,121.5426385
bike1258,景華街49巷(東側),景興路46巷,景華街,台北市,,臺北市政府,110,24.99596226,121.5429175
bike1259,復興南路(西側),和平東路,辛亥路,台北市,,臺北市政府,352,25.02158705,121.5431857
bike1260,景華街52巷(西側),景中街,景興路102巷,台北市,,臺北市政府,190,24.9928457,121.5433359
bike1261,復興南路(東側),市民大道,辛亥路,台北市,,臺北市政府,2580,25.02141206,121.5434861
bike1262,復興南北路,民權東路3段,和平東路2段,台北市,,交工處,4140,25.061831,121.544076
bike1263,長興街南側,基隆路,芳蘭路,台北市,,臺北市政府,360,25.01703711,121.5444303
bike1264,長興街北側,基隆路,芳蘭路,台北市,,臺北市政府,360,25.0171635,121.5445054
bike1265,北安路501巷(東側),大直街62巷,,台北市,,臺北市政府,158,25.08393731,121.5445375
bike1266,北安路458巷41弄(南側),北安路,明水路,台北市,,臺北市政府,201,25.07782517,121.5446046
bike1267,基隆路3段22巷附近,,,台北市,,臺北市政府,150,25.01864371,121.5457124
bike1268,格致路,菁山路,愛富三街,台北市,,臺北市政府,190,25.13962718,121.5462649
bike1269,大直街西側人行道,北安路,大直街2巷,台北市,,臺北市政府,120,25.08091529,121.5463722
bike1270,辛亥路3段(北側1),基隆路,芳蘭路,台北市,,臺北市政府,304,25.01924404,121.5469944
bike1271,芳蘭路西側人行道,辛亥路,長興街,台北市,,臺北市政府,235,25.01505375,121.5474451
bike1272,敦化-和平-復興-辛亥圍成區塊全,,,台北市,,臺北市政府,1600,25.02077041,121.5481854
bike1273,臥龍街(兩側),辛亥路3段157巷,基隆路3段,台北市,,臺北市政府,340,25.02040097,121.5483597
bike1274,辛亥路3段(南側),芳蘭路,第2殯遺館,台北市,,臺北市政府,400,25.01665794,121.5488881
bike1275,敦化南路(東西側),仁愛路4段,和平東路3段,台北市,,臺北市政府,2800,25.0246397,121.5490007
bike1276,安和路1段 (西側),敦化南路,仁愛路,台北市,,臺北市政府,323,25.03993094,121.5491552
bike1277,辛亥路3段(北側),辛亥路3段157巷,二殯,台北市,,臺北市政府,330,25.01710031,121.5491831
bike1278,敦化南路(東側),南京東路4段,仁愛路4段,台北市,,臺北市政府,1480,25.05154634,121.5492582
bike1279,安和路1段 (兩側),仁愛路,和平東路3段,台北市,,臺北市政府,3820,25.02459109,121.5501798
bike1280,敦化北路(東側),富錦街,民權東路,台北市,,臺北市政府,100,25.06043941,121.5505564
bike1281,和平東路(兩側),基隆路(北側)＆臥龍街(南側),復興南路,台北市,,臺北市政府,1200,25.01827913,121.5507951
bike1282,明水路與北安路口,明水路672巷,北安路,台北市,,臺北市政府,462,25.08383042,121.5509641
bike1283,明水路(東側),明水路672巷,樂群一路,台北市,,臺北市政府,772,25.08368467,121.5509856
bike1284,興隆路2段(南側),興隆路2段154巷,福興路,台北市,,臺北市政府,82,25.00149992,121.5510607
bike1285,樂業街(一小段),基隆路2段,臥龍街,台北市,,臺北市政府,60,25.0214315,121.5514362
bike1286,上塔悠433號帶狀公園之廊帶,樂群二路266巷,明水路,台北市,,臺北市政府,1045,25.07771829,121.5517044
bike1287,樂群二路北側,明水路,堤頂大道2段,台北市,,臺北市政府,1100,25.08009904,121.5521765
bike1288,樂群二路南側,明水路,堤頂大道2段,台北市,,臺北市政府,500,25.07988526,121.5522301
bike1289,中華公園周邊,敦化北路145巷,民生東路4段80巷,台北市,,臺北市政府,60,25.05336389,121.5522408
bike1290,興隆路2段275巷(西側),興隆路2段301巷21弄,興隆路2段,台北市,,臺北市政府,92,25.00166036,121.5525198
bike1291,和平東路3段(南側),基隆路,嘉興街,台北市,,臺北市政府,202,25.02399321,121.5527424
bike1292,北安路(北側),文湖街,明水路,台北市,,臺北市政府,1350,25.08587097,121.5527827
bike1293,基隆路2段(兩側),信義路4段,和平東路3段,台北市,,臺北市政府,2280,25.02448415,121.5528846
bike1294,健康路15巷,,,台北市,,臺北市政府,230,25.05449194,121.5529268
bike1295,光復北路190巷 (北側),健康路15巷,光復北路,台北市,,臺北市政府,212,25.05450349,121.5529457
bike1296,光復北路210巷 (南側),健康路15巷,光復北路,台北市,,臺北市政府,140,25.05515224,121.5529886
bike1297,光復北路230巷 (南側),健康路15巷,光復北路,台北市,,臺北市政府,198,25.05620678,121.5530283
bike1298,北安路(南側),敬業四路,明水路,台北市,,臺北市政府,596,25.08538027,121.5533298
bike1299,健康路35巷,光復北路210巷,光復北路190巷,台北市,,臺北市政府,150,25.05525429,121.553995
bike1300,光復北路 (兩側),民權東路,市民大道,台北市,,臺北市政府,3660,25.06178546,121.5545449
bike1301,木柵路1段,,,台北市,,臺北市政府,85,24.98820109,121.5549231
bike1302,民生東路3~5段(北側),光復北路,新東街,台北市,,臺北市政府,1090,25.05838872,121.5552986
bike1303,民生東路3~5段(南側),復興北路,新東街,台北市,,臺北市政府,2170,25.05818947,121.5553147
bike1304,興隆路3段,萬芳醫院站旁,興隆路3段115巷,台北市,,臺北市政府,60,25.00024558,121.5560281
bike1305,敬業三路(西側),敬業一路,樂群二路,台北市,,臺北市政府,460,25.08390815,121.5561891
bike1306,敬業三路,北安路,美堤河濱公園,台北市,,臺北市政府,1700,25.08443287,121.5563393
bike1307,樂群二路(南側),敬業三路,樂群二路,台北市,,臺北市政府,545,25.07984639,121.556468
bike1308,健康路 (北側),光復北路,塔悠路,台北市,,臺北市政府,1300,25.05372351,121.556704
bike1309,健康路 (南側),光復北路,塔悠路,台北市,,臺北市政府,1310,25.05345136,121.5567684
bike1310,富錦街359巷2弄,民生東路5段69巷,新中街,台北市,,臺北市政府,210,25.06105655,121.5571225
bike1311,光復南路(西側),忠孝東路4段,仁愛路4段,台北市,,臺北市政府,108,25.04116543,121.5575495
bike1312,市民大道4段(南側1),光復南路,東寧路,台北市,,臺北市政府,550,25.04501464,121.5580344
bike1313,木新路3段155巷,一囊街3巷,木新路3段95巷52弄,台北市,,臺北市政府,380,24.98024493,121.5581256
bike1314,吳興街220巷北側新闢道路,台北醫學大學對側(松智路底),,台北市,,臺北市政府,680,25.02522299,121.5599334
bike1315,興隆路4段(西側),興隆路4段42巷,下崙路,台北市,,臺北市政府,170,24.98810993,121.5602767
bike1316,新中街(東西側),民權東路4段,富錦街359巷2弄,台北市,,臺北市政府,180,25.06145988,121.5603411
bike1317,興隆路4段(東側),興隆路4段105巷,下崙路,台北市,,臺北市政府,110,24.98761396,121.5606201
bike1318,內湖路1段(南側),內湖路1段91巷,文德路,台北市,,臺北市政府,3812,25.08429683,121.5611753
bike1319,堤頂大道2段(北側),內湖路1段,港墘路,台北市,,臺北市政府,1690,25.08432598,121.5612209
bike1320,內湖路1段(北側),內湖路1段91巷,文德路,台北市,,臺北市政府,3812,25.08456405,121.5612531
bike1321,興隆路4段105巷,木柵路2段138巷,木柵路2段204巷,台北市,,臺北市政府,120,24.98778415,121.5622562
bike1322,三民路 (西側),民權東路,南京東路,台北市,,臺北市政府,1250,25.06268444,121.562916
bike1323,三民路 (東側),民權東路,健康路,台北市,,臺北市政府,960,25.06272331,121.5631521
bike1324,文湖街60巷,環山路1段24巷,環山路1段28巷,台北市,,臺北市政府,100,25.08456891,121.5635973
bike1325,基隆路1段172巷,忠孝東路4段559巷,基隆路1段,台北市,,臺北市政府,170,25.0432553,121.5636992
bike1326,民生圓環,,,台北市,,臺北市政府,140,25.05879691,121.563828
bike1327,基隆路1段(西側),市民大道,忠孝東路4段,台北市,,臺北市政府,571,25.04122376,121.5642357
bike1328,松智路(東側1),松平路,松勤街,台北市,,臺北市政府,182,25.03052603,121.5654051
bike1329,松智路(東側),松勤街,松智路29巷,台北市,,臺北市政府,43,25.03148965,121.5654185
bike1330,環山路1段,9巷,環山路1段,台北市,,臺北市政府,64,25.08632766,121.565609
bike1331,撫遠街403巷 (南側),撫遠街,塔悠路,台北市,,臺北市政府,210,25.06599846,121.5656734
bike1332,市民大道4段(南側2),東興路,基隆路1段,台北市,,臺北市政府,290,25.04820278,121.565904
bike1333,萬芳路與萬和街口(北側),萬利街,萬和街,台北市,,臺北市政府,216,24.99906902,121.5670037
bike1334,秀明路1段(北側),秀明路1段185巷,秀明路1段129巷,台北市,,臺北市政府,132,24.99107588,121.5670842
bike1335,保儀路,木柵路3段66巷,忠順街87巷,台北市,,臺北市政府,150,24.9855961,121.5673578
bike1336,中強公園,松仁路,信義路車行地下道西口,台北市,,臺北市政府,100,25.03086627,121.5683717
bike1337,秀明路1段(南側),木柵路3段169巷,木柵路3段,台北市,,臺北市政府,260,24.99139679,121.5683931
bike1338,木柵路三段169巷,,,台北市,,臺北市政府,160,24.99142352,121.5684065
bike1339,撫遠街(兩側),民權東路5段,民生東路5段,台北市,,臺北市政府,946,25.05932174,121.5684843
bike1340,信義計畫區自行車道,,,台北市,,台北市政府,10650,25.0331783,121.5685405
bike1341,塔悠路(西側),撫遠街,南京東路,台北市,,臺北市政府,780,25.0585345,121.5689456
bike1342,塔悠路(東側),撫遠街,南京東路,台北市,,臺北市政府,780,25.05840815,121.569289
bike1343,市民大道6~8段(南側),基隆路,研究院路,台北市,,臺北市政府,4800,25.04903139,121.5693775
bike1344,瑞光路(兩側),瑞光路513巷,民權東路6段,台北市,,臺北市政府,3740,25.07881635,121.5694928
bike1345,木新路1段,木柵路3段,開元街,台北市,,臺北市政府,120,24.98924769,121.5706301
bike1346,新光路2段(東南側),萬興里,動物園門口,台北市,,臺北市政府,368,24.99183438,121.5738273
bike1347,新光路2段(西北側),秀明路2段,動物園門口,台北市,,臺北市政府,805,24.99362363,121.5739775
bike1348,舊宗路2段(東西側),港墘路,民權東路6段,台北市,,臺北市政府,2040,25.0659693,121.5750933
bike1349,舊宗路1段(兩側),民權東路6段,行善路,台北市,,臺北市政府,879,25.06556113,121.5753293
bike1350,木柵路4段159巷16弄(西側),博嘉國小,木柵路4段159巷,台北市,,臺北市政府,64,25.00158014,121.575906
bike1351,南京東路6段,舊宗路,彩虹橋,台北市,,臺北市政府,1044,25.05482179,121.5761983
bike1352,松山路西側,忠孝東路,永吉路,台北市,,臺北市政府,460,25.04099047,121.5776897
bike1353,行善路、行愛路、民權東路6段、舊宗路2段,新湖路1段339巷,民權東路6段11巷,台北市,,臺北市政府,1675,25.06653783,121.5785372
bike1354,行忠路(行愛路東側),行愛路,行忠路66巷,台北市,,臺北市政府,120,25.06611994,121.5788269
bike1355,文德路(北側),內湖路2段,成功路3段,台北市,,臺北市政府,2180,25.0786463,121.579299
bike1356,文德路(南側),文湖路2段,成功路3段,台北市,,台北市政府,2180,25.07839607,121.5795726
bike1357,中坡北路,松隆路,永吉路517巷8弄,台北市,,臺北市政府,200,25.048259,121.580014
bike1358,舊宗路一段(潭美國小周邊),南京東路6段,行善路,台北市,,臺北市政府,150,25.05889351,121.5805754
bike1359,內湖五期重劃區道路(單側人行道),舊宗路,Y3道路,台北市,,臺北市政府,1300,25.05887466,121.5805972
bike1360,行善路(潭美國小周邊),舊宗路,行善路181巷,台北市,,臺北市政府,150,25.05890686,121.5806137
bike1361,內湖路2段103巷(東側),環山路3段,內湖路2段,台北市,,臺北市政府,577,25.08464664,121.5810156
bike1362,春光公園,忠孝東路5段,林口街,台北市,,臺北市政府,385,25.04293452,121.5810639
bike1363,玉成街(東北側),玉成街38巷,忠孝東路6段,台北市,,臺北市政府,374,25.04900466,121.5814823
bike1364,南京東路6段(北側),舊宗路,成功路,台北市,,臺北市政府,1030,25.05737794,121.5815306
bike1365,東新街(西側),八德路4段,市民大道7段,台北市,,臺北市政府,236,25.05137139,121.5823138
bike1366,行善路(兩側),舊宗路1段,行善路231巷,台北市,,臺北市政府,289,25.06067266,121.5825445
bike1367,忠孝東路6段,昆陽街,永吉路,台北市,,臺北市政府,1290,25.04542288,121.5826464
bike1368,南港路3段(南北側),東新街,向陽路,台北市,,臺北市政府,1180,25.05166784,121.5827912
bike1369,忠孝東路6段(東南側),東新街,玉成街,台北市,,臺北市政府,278,25.0452868,121.5828288
bike1370,內湖路2段(北側),文德路101巷,內湖路2段179巷,台北市,,臺北市政府,505,25.07980753,121.5828395
bike1371,新湖三路、新湖二路,行善路178巷,行善路,台北市,,臺北市政府,220,25.06606648,121.5839553
bike1372,新光路兩側人行道,萬福橋頭,污水處理廠,台北市,,臺北市政府,2200,25.00274453,121.5841055
bike1373,行善路(西北側),新湖路1段338巷,金豐街,台北市,,臺北市政府,405,25.06276219,121.5846097
bike1374,忠孝醫院周邊,,,台北市,,臺北市政府,417,25.04723172,121.5859247
bike1375,玉成公園周邊,玉成街,中坡南路,台北市,,臺北市政府,631,25.04306575,121.5867233
bike1376,內湖路2段2,內湖路2段179巷,成功路3段174巷,台北市,,臺北市政府,283,25.08131855,121.5875709
bike1377,東新街同德路(周遭),,,台北市,,臺北市政府,409,25.04648236,121.5898883
bike1378,內湖路2段1,成功路3段174巷,金龍路,台北市,,臺北市政府,447,25.08199875,121.5903658
bike1379,新明路,成功路2段,新明路86巷,台北市,,臺北市政府,181,25.0602256,121.5906286
bike1380,成功路2段(西側),新明路,南京東路6段,台北市,,臺北市政府,140,25.0610687,121.5910401
bike1381,南港公園,,,台北市,,臺北市政府,600,25.04139386,121.5913743
bike1382,成功路1段(東西側),南港路,成功橋,台北市,,臺北市政府,752,25.05451077,121.5931478
bike1383,星雲街周邊,成功路4段61巷32弄,123巷,台北市,,臺北市政府,300,25.08086671,121.5932679
bike1384,向陽路(東西側),南港路2段,忠孝東路7段,台北市,,臺北市政府,548,25.0544719,121.5942206
bike1385,忠孝東路7段(南北側),向陽路,捷運南港站,台北市,,臺北市政府,2000,25.05091457,121.5957195
bike1386,重陽路及環東大道周邊,,,台北市,,臺北市政府,2732,25.05536607,121.5959662
bike1387,成功路4段223巷口,成功路4段,成功路4段223巷6弄,台北市,,臺北市政府,47,25.084377,121.5965735
bike1388,大湖山莊街周邊,219巷,168巷,台北市,,臺北市政府,368,25.08804752,121.5993941
bike1389,金湖路363巷(南側),金湖路,民權東6段191巷,台北市,,臺北市政府,360,25.07297607,121.5995121
bike1390,南港路2段(南北側),向陽路,南港路2段178巷,台北市,,臺北市政府,920,25.05340034,121.5996757
bike1391,民權東路6段(南北側),行愛路,民權隧道,台北市,,臺北市政府,5180,25.06871958,121.6021836
bike1392,安康路228巷,,,台北市,,臺北市政府,40,25.06285452,121.6033798
bike1393,重陽路興南街口,興南公園北側,,台北市,,臺北市政府,83,25.05765007,121.6034389
bike1394,重陽路興華路口,興華路,興中路86巷,台北市,,臺北市政府,27,25.05784445,121.6053835
bike1395,忠孝東路7段人行道,捷運南港站,忠孝東路7段527巷,台北市,,臺北市政府,700,25.05211494,121.6066521
bike1396,興中街(東側),重陽路,南港路,台北市,,臺北市政府,390,25.05801939,121.6068292
bike1397,惠民街(西側),南港路1段,重陽路,台北市,,臺北市政府,450,25.05902045,121.6097581
bike1398,康寧路3段,99巷,165巷,台北市,,臺北市政府,130,25.07134832,121.6101497
bike1399,重陽路(北側),57巷,三重路,台北市,,臺北市政府,1845,25.05946752,121.6107345
bike1400,康寧路3段(東側),安康路,潭美街,台北市,,臺北市政府,250,25.0658381,121.6110241
bike1401,研究院路3段(凌雲街、軍人公墓),,,台北市,,臺北市政府,302,25.03328197,121.611979
bike1402,康寧路3段(西側),東湖路,安康路,台北市,,臺北市政府,395,25.06884592,121.612038
bike1403,經貿二路(東西側),環東大道,南港路1段,台北市,,臺北市政府,1947,25.06243175,121.6126227
bike1404,康寧路3段245巷,,,台北市,,臺北市政府,38,25.06637262,121.6134207
bike1405,三重路新民街口(東側),,,台北市,,臺北市政府,93,25.05698916,121.6141355
bike1406,經貿二路88巷北側人行道,三重路,經貿二路,台北市,,臺北市政府,252,25.05774726,121.6141462
bike1407,研究院路2段,舊庄街1段,合順街8巷,台北市,,臺北市政府,300,25.04374131,121.6161311
bike1408,民權街2段,,,台北市,,臺北市政府,429,25.04464528,121.6173649
bike1409,誠正國中周邊,,,台北市,,臺北市政府,800,25.0524454,121.6178638
bike1410,經貿一路及環東大道周邊,,,台北市,,臺北市政府,2772,25.05498702,121.6186523
bike1411,康樂街(東側),151巷,125巷,台北市,,臺北市政府,150,25.07331619,121.6194463
bike1412,關渡自行車道,中港河碼頭,新北自行車0點,台北市,北投區,臺北市政府,740,25.11689116,121.4630794
bike1413,貴子坑溪自行車道,貴子坑溪口,中央北路2段257巷,台北市,北投區,臺北市政府,5000,25.12243371,121.4862908
bike1414,新店溪自行車道,華江橋,水源快速道路高架橋,台北市,萬華區、中正區、文山區,臺北市政府,10200,25.035663,121.486861
bike1415,淡水河自行車道,社子島入口,華江橋,台北市,士林區、大同區、萬華區,臺北市政府,8000,25.09287878,121.4976377
bike1416,環社子島自行車道,社子島入口,洲美橋,台北市,士林區,臺北市政府,13600,25.092699,121.497781
bike1417,雙溪河濱自行車道,,,台北市,,臺北市政府,6580,25.10040394,121.5370568
bike1418,基隆河左岸自行車道,洲美橋,經貿疏散門,台北市,中山區、松山區、士林區,臺北市政府,23900,25.06438382,121.5684529
bike1419,基隆河右岸自行車道,中港河碼頭,內溝疏散門,台北市,中山區、內湖區、北投區、士林區,臺北市政府,28460,25.07684383,121.568914
bike1420,景美溪河濱自行車道,水源快速道路高架橋,木柵動物園,台北市,,臺北市政府,12523,24.99914866,121.5796222
bike1421,環臺北市路線市區段,,,台北市,南港、文山,臺北市政府,15000,25.05876326,121.6218539
bike1422,知本車站-台9線及台11線,知本車站-台9線,知本車站-台11線,台東縣,,台東縣政府,1058,22.72076379,121.053822
bike1423,4-8號景觀道路(南側),台9線,博物館路,台東縣,台東市,台東市公所,2980,22.77236434,121.0783014
bike1424,4-8號景觀道路(北側),博物館路,台9線,台東縣,台東市,台東市公所,2980,22.75873,121.092424
bike1425,鹿鳴橋-龍馬路,鹿鳴橋,馬路,台東縣,延平鄉,延平鄉,1400,22.90878183,121.114912
bike1426,台東車站-志航路一段,台東車站,志航路一段,台東縣,台東市,台東縣政府,325,22.79378857,121.1233664
bike1427,四維路二段-三段,開封街,更生路,台東縣,台東市,台東市公所,1488,22.765377,121.13894
bike1428,台東森林公園自行車道,台東森林公園門口,台東森林公園門口,台東縣,,台東縣政府,7914,22.779031,121.14636
bike1429,馬亨亨大道(東側),志航路一段,臨海路一段,台東縣,台東市,臺東縣政府,4300,22.7607011,121.1593837
bike1430,鹿野2號線,台九線,台九線,台東縣,鹿野鄉,鹿野鄉公所,41500,22.99062195,121.1702362
bike1431,三民路,大同路,北平街路口,台東縣,成功鎮,成功鎮公所,1000,23.10093724,121.3696589
bike1432,天津街-1,三民路,大同路,台東縣,成功鎮,成功鎮公所,150,23.10329642,121.3736694
bike1433,天津街-2,大同路,民族路,台東縣,成功鎮,成功鎮公所,160,23.10246932,121.3750166
bike1434,民生路,民族路,民生路,台東縣,成功鎮,成功鎮公所,145,23.100434,121.375865
bike1435,中山東路,海濱公園,東海路,台東縣,成功鎮,成功鎮公所,1200,23.09885249,121.3763416
bike1436,民族路,新生路,中山東路,台東縣,成功鎮,成功鎮公所,350,23.10245699,121.3766427
bike1437,北平街,三民路,中山路,台東縣,成功鎮,成功鎮公所,220,23.10608297,121.3779784
bike1438,五權路,中山路,光復路,台東縣,成功鎮,成功鎮公所,1000,23.105098,121.3799699
bike1439,新生路,太平路,五權路,台東縣,成功鎮,成功鎮公所,100,23.10392059,121.3805439
bike1440,太平路,中山路,太平新生路口,台東縣,成功鎮,成功鎮公所,190,23.10598058,121.3807887
bike1441,民富路,五權路口,中山東路口,台東縣,成功鎮,成功鎮公所,340,23.09974006,121.3823303
bike1442,綠島鄉環島公路,綠島鄉公所,綠島鄉公所,台東縣,綠島鄉,臺東縣綠島鄉公所,19000,22.663918,121.472397
bike1443,達仁鄉南田村往森永村自行車道,,,台東縣,達仁鄉,達仁鄉公所\,8,22.27513536,120.8696726
bike1444,東68線,大溪村,土?村,台東縣,達仁鄉,臺東縣政府,7500,22.46239926,120.9382357
bike1445,太麻里千禧曙光紀念園區濱海自行車道,太麻里千禧曙光紀念園區北側入口,太麻里千禧曙光紀念園區南側出口,台東縣,太麻里鄉,臺東縣太麻里鄉,1900,22.609536,121.005771
bike1446,華源海灣自行車道,,,台東縣,太麻里鄉,太麻里鄉公所,2200,22.661427,121.027918
